ASIN,Book Title,Amazon Link,Episode Count,Episode Numbers
"9386797682","VP Menon: The Unsung Architect of Modern India","https://www.amazon.in/V-P-Menon-Unsung-Architect-Modern/dp/9386797682/ref=sr_1_1?dchild=1",6,"167;167;244;244;320;320"
"B00S6JB8GW","Seventeen","https://www.amazon.in/Seventeen-Anita-Agnihotri-ebook/dp/B00S6JB8GW/ref=sr_1_43?dchild=1",2,"168;168"
"B07M9BSY7V","Shake the Bottle and Other Stories","https://www.amazon.in/Shake-Bottle-Other-Stories-Ashapurna-ebook/dp/B07M9BSY7V/ref=sr_1_2?keywords=arunava+sinha",2,"168;168"
"B01DIVGLUK","The Greatest Bengali Stories Ever Told","https://www.amazon.in/Greatest-Bengali-Stories-Ever-Told-ebook/dp/B01DIVGLUK/ref=sr_1_6?dchild=1",2,"168;168"
"B07D2MJWRG","Chowringhee","https://www.amazon.in/Chowringhee-SHORTLISTED-INDEPENDENT-FOREIGN-FICTION-ebook/dp/B07D2MJWRG/ref=sr_1_13?keywords=arunava+sinha",2,"168;168"
"B008597FO2","Harbart","https://www.amazon.in/Harbart-Nabarun-Bhattacharya-ebook/dp/B008597FO2/ref=sr_1_5?dchild=1",2,"168;168"
"B07GZHDSHZ","The Moving Shadow: Electrifying Bengali Pulp Fiction","https://www.amazon.in/Moving-Shadow-Electrifying-Bengali-Fiction-ebook/dp/B07GZHDSHZ/ref=sr_1_14?dchild=1",2,"168;168"
"0393356256","The Odyssey","https://www.amazon.in/Odyssey-Homer/dp/0393356256/ref=sr_1_2?dchild=1",2,"168;168"
"1846276039","The Vegetarian","https://www.amazon.in/Vegetarian-Han-Kang/dp/1846276039/ref=sr_1_1?dchild=1",2,"168;168"
"0141180315","The Way by Swann&#8217;s","https://www.amazon.in/Modern-Classics-Search-Swanns-Penguin/dp/0141180315/ref=sr_1_1?dchild=1",2,"168;168"
"B01JARFL9S","Through the Language Glass","https://www.amazon.in/Through-Language-Glass-Different-Languages-ebook/dp/B01JARFL9S/ref=sr_1_1?keywords=through+the+language+glass",2,"168;168"
"0804713278","Translating Neruda","https://www.amazon.in/Translating-Neruda-Way-Macchu-Picchu/dp/0804713278/ref=sr_1_1?dchild=1",2,"168;168"
"B06XXYWRMV","When the Time is Right","https://www.amazon.in/When-Time-Right-Buddhadeva-Bose-ebook/dp/B06XXYWRMV/ref=sr_1_9?keywords=arunava+sinha",2,"168;168"
"0300171307","Why Translation Matters","https://www.amazon.in/Why-Translation-Matters-S/dp/0300171307/ref=sr_1_1?dchild=1",2,"168;168"
"9352777514","The Forgotten Cities of Delhi: Book Two in the Where Stones Speak trilogy","https://www.amazon.in/Forgotten-Cities-Delhi-Stones-trilogy/dp/9352777514/ref=sr_1_3?dchild=1",2,"172;172"
"9351952584","City of My Heart: Accounts of Love, Loss and Betrayal in Nineteenth - Century Delhi","https://www.amazon.in/City-My-Heart-Accounts-Nineteenth/dp/9351952584/ref=sr_1_7?dchild=1",2,"172;172"
"B07KMPRPNL","India in the Persianate Age","https://www.amazon.in/India-Persianate-Age-Richard-Eaton-ebook/dp/B07KMPRPNL/ref=sr_1_1?keywords=richard+eaton",4,"172;172;327;327"
"9353573475","Shahjahanabad: The Living City of Old Delhi","https://www.amazon.in/Shahjahanabad-Living-City-Old-Delhi/dp/9353573475/ref=sr_1_1?dchild=1",2,"172;172"
"9351772543","Where Stones Speak","https://www.amazon.in/Where-Stones-Speak-Historical-Mehrauli/dp/9351772543/ref=sr_1_2?dchild=1",2,"172;172"
"0195646320","Akbar and His India","https://www.amazon.in/Akbar-his-India-Empire-Environment/dp/0195646320/ref=sr_1_1?dchild=1",2,"173;173"
"B07WWLXXDW","Allahu Akbar: Understanding the Great Mughal in Today&#8217;s India","https://www.amazon.in/Allahu-Akbar-Understanding-Mughal-Todays-ebook/dp/B07WWLXXDW/ref=sr_1_1?keywords=manimugdha+sharma",2,"173;173"
"9350092921","ESSENTIAL KABIR","https://www.amazon.in/Essential-Kabir-Special-Bilingual-Collectible/dp/9350092921/ref=sr_1_2?dchild=1",6,"173;173;232;232;284;284"
"0195665260","Gunpowder and Firearms: Warfare in Medieval India","https://www.amazon.in/gp/product/0195665260/ref=dbs_a_def_rwt_bibl_vppi_i1",2,"173;173"
"B0084WT1SI","White Mughals: Love and Betrayal in Eighteenth-Century India","https://www.amazon.in/White-Mughals-Betrayal-Eighteenth-Century-India-ebook/dp/B0084WT1SI/ref=sr_1_1?keywords=white+mughals",2,"173;173"
"0198077424","The Agrarian System of Mughal India","https://www.amazon.in/Agrarian-System-Mughal-India-Perennials/dp/0198077424/ref=sr_1_1?dchild=1",2,"173;173"
"0521036461","The Anglo-Maratha Campaigns and the Contest for India","https://www.amazon.in/Anglo-Maratha-Campaigns-Contest-India-Struggle/dp/0521036461/ref=sr_1_2?dchild=1",2,"173;173"
"B00L5S4EA8","The Early History of India","https://www.amazon.in/Early-History-India-Conquest-Unabridged-ebook/dp/B00L5S4EA8/ref=sr_1_3?dchild=1",2,"173;173"
"0700616241","The German Way of War","https://www.amazon.in/German-Way-War-Thirty-Studies/dp/0700616241/ref=sr_1_1?dchild=1",2,"173;173"
"9384092711","The Millennial Sovereign","https://www.amazon.in/Millennial-Sovereign-Sacred-Kingship-Sainthood/dp/9384092711/ref=sr_1_1?dchild=1",2,"173;173"
"B01LXMF13T","The Mughal Empire","https://www.amazon.in/Mughal-Empire-Cambridge-History-India-ebook/dp/B01LXMF13T/ref=sr_1_1?keywords=jf+richards",2,"173;173"
"0520260090","The Western Way of War","https://www.amazon.in/Western-Way-War-Infantry-Classical/dp/0520260090/ref=sr_1_27?crid=1SJRICQHTFQTG",2,"173;173"
"0700608990","When Titans Clashed: How the Red Army Stopped Hitler (Modern War Studies)","https://www.amazon.in/When-Titans-Clashed-Stopped-Studies/dp/0700608990",1,"173"
"B07RKSSXNT","Page Not Found","https://www.amazon.in/Tawaifnama-Saba-Dewan-ebook/dp/B07RKSSXNT/ref=sr_1_1?keywords=tawaifnama",2,"174;174"
"8178244764","ARMY AND NATION (PB)","https://www.amazon.in/ARMY-NATION-PB-STEVEN-WILKINSON/dp/8178244764/ref=sr_1_1?dchild=1",4,"175;175;219;219"
"B008J4RONU","The Insurgents: David Petraeus and the Plot to Change the American Way of War","https://www.amazon.in/Insurgents-David-Petraeus-Change-American-ebook/dp/B008J4RONU/ref=sr_1_1?dchild=1",6,"175;175;219;219;242;242"
"8182744881","Counterinsurgency Warfare : Theory An Practice","https://www.amazon.in/Counterinsurgency-Warfare-Practice-David-Galula/dp/8182744881/ref=sr_1_7?dchild=1",6,"175;175;242;242;318;318"
"0688067719","Rommel: The Desert Fox","https://www.amazon.in/Rommel-Desert-Fox-Desmond-Young/dp/0688067719/ref=sr_1_1?dchild=1",2,"175;175"
"B08269G42L","The Strategy Trap","https://www.amazon.in/Strategy-Trap-Pakistan-Nuclear-Shadow-ebook/dp/B08269G42L/ref=sr_1_1?keywords=prakash+menon",4,"175;175;219;219"
"B01ECE3LZU","The Economic Approach to Human Behaviour","https://www.amazon.in/Economic-Approach-Human-Behavior-ebook/dp/B01ECE3LZU/ref=sr_1_4?dchild=1",2,"176;176"
"B086VWYT4C","Bad Money: Inside the NPA Mess and How It Threatens the Indian Banking System","https://www.amazon.in/Bad-Money-Inside-Threatens-Banking-ebook/dp/B086VWYT4C/ref=sr_1_1?keywords=vivek+kaul",1,"177"
"1137539909","Modern Money Theory","https://www.amazon.in/Modern-Money-Theory-Macroeconomics-Sovereign/dp/1137539909/ref=sr_1_1?dchild=1",2,"177;177"
"0060936428","The Forgotten Man","https://www.amazon.in/Forgotten-Man-History-Great-Depression/dp/0060936428/ref=sr_1_1?dchild=1",2,"177;177"
"0449215202","Hold On, Mr. President","https://www.amazon.in/gp/product/0449215202/ref=dbs_a_def_rwt_bibl_vppi_i0",2,"178;178"
"B07357QH79","Left, Right and Centre: The Idea of India","https://www.amazon.in/Left-Right-Centre-Idea-India-ebook/dp/B07357QH79/ref=sr_1_1?keywords=nidhi+razdan",2,"178;178"
"B01MQ6EGDX","The Death and Life of Great American Cities","https://www.amazon.in/Death-Life-Great-American-Cities-ebook/dp/B01MQ6EGDX/ref=sr_1_1?keywords=jane+jacobs",16,"179;179;180;180;198;198;233;233;272;272;284;284;290;290;324;324"
"0394720245","The Power Broker","https://www.amazon.in/Power-Broker-Robert-studies-biography/dp/0394720245/ref=sr_1_1?dchild=1",22,"179;179;180;180;183;183;198;198;200;200;233;233;283;283;284;284;290;290;324;324;327;327"
"1319182062","Modern Principles of Macroeconomics","https://www.amazon.in/Modern-Principles-Macroeconomics-Tyler-Cowen/dp/1319182062/ref=sr_1_2?dchild=1",4,"180;180;206;206"
"1319182119","Modern Principles of Microeconomics","https://www.amazon.in/Modern-Principles-Microeconomics-Tyler-Cowen/dp/1319182119/ref=sr_1_3?dchild=1",4,"180;180;206;206"
"B078HH892C","China&#8217;s Indian War","https://www.amazon.in/Chinas-India-War-Collision-Course-ebook/dp/B078HH892C/ref=sr_1_3?keywords=neville+maxwell",2,"181;181"
"B00B9A959C","From Frontier Policy to Foreign Policy","https://www.amazon.in/Frontier-Policy-Foreign-Transformation-Geopolitics-ebook/dp/B00B9A959C/ref=sr_1_1?dchild=1",2,"181;181"
"8181582500","India&#8217;s China War","https://www.amazon.in/Indias-China-War-Neville-Maxwell/dp/8181582500/ref=sr_1_1?dchild=1",2,"181;181"
"B07YNZ7YD7","Making it Count","https://www.amazon.in/Making-Count-Statistics-Statecraft-Histories-ebook/dp/B07YNZ7YD7/ref=sr_1_3?dchild=1",2,"181;181"
"B00C5H43YK","Strong Borders, Secure Nation","https://www.amazon.in/Strong-Borders-Secure-Nation-International-ebook/dp/B00C5H43YK/ref=sr_1_1?dchild=1",2,"181;181"
"B084V8D66B","Watershed 1967","https://www.amazon.in/Watershed-1967-Indias-Victory-China-ebook/dp/B084V8D66B/ref=sr_1_1?keywords=prabal+dasgupta",2,"181;181"
"B003F2QO5U","Everything Flows","https://www.amazon.in/Everything-Vintage-Classics-Vasily-Grossman-ebook/dp/B003F2QO5U/ref=sr_1_5?dchild=1",2,"182;182"
"B00KQZVNM8","How Adam Smith Can Change Your Life","https://www.amazon.in/Adam-Smith-Change-Your-Life-ebook/dp/B00KQZVNM8/ref=sr_1_1?dchild=1",2,"182;182"
"B004UOAJ76","The Theory of Moral Sentiments","https://www.amazon.in/Theory-Moral-Sentiments-Adam-Smith-ebook/dp/B004UOAJ76/ref=sr_1_6?dchild=1",11,"182;182;183;183;223;256;256;306;306;329;329"
"B07S1RRCHZ","The Three Languages of Politics","https://www.amazon.in/Arnold-Kling-ebook/dp/B07S1RRCHZ/ref=sr_1_3?dchild=1",16,"182;182;186;186;214;214;261;261;264;264;311;311;313;313;331;331"
"B019MIIBYW","Tribe","https://www.amazon.in/Tribe-Homecoming-Belonging-Sebastian-Junger-ebook/dp/B019MIIBYW/ref=sr_1_4?keywords=tribe",2,"182;182"
"B081ZFTW91","A Dominant Character: The Science and Politics of J.B.S. Haldane","https://www.amazon.in/Dominant-Character-Science-Politics-Haldane-ebook/dp/B081ZFTW91/ref=sr_1_1?keywords=samanth+subramanian",4,"183;183;235;235"
"B002RI996O","Darwin&#8217;s Dangerous Idea","https://www.amazon.in/Darwins-Dangerous-Idea-Evolution-Meanings-ebook/dp/B002RI996O/ref=sr_1_1?keywords=daniel+Dennett",2,"183;183"
"B0786QKQYT","Psmith, Journalist","https://www.amazon.in/Psmith-Journalist-P-G-Wodehouse-ebook/dp/B0786QKQYT/ref=sr_1_1?dchild=1",2,"183;183"
"1400064740","The Complete New Yorker","https://www.amazon.in/Complete-New-Yorker-Greatest-Magazine/dp/1400064740/ref=sr_1_2?dchild=1",2,"183;183"
"140003356X","The New New Journalism","https://www.amazon.in/New-Journalism-Conversations-Americas-Nonfiction/dp/140003356X/ref=sr_1_1?dchild=1",2,"183;183"
"B004TRQA8Q","The Perfect Murder","https://www.amazon.in/Perfect-Murder-First-Inspector-Mystery-ebook/dp/B004TRQA8Q/ref=sr_1_1?keywords=a+perfect+murder+hrf+keating",2,"183;183"
"B002J05GTO","City of Djinns","https://www.amazon.in/City-Djinns-Delhi-William-Dalrymple-ebook/dp/B002J05GTO/ref=sr_1_1?keywords=city+of+djinns",2,"184;184"
"193063742X","Mysteries of Selflessness: Rumuz-i Bekhudi","https://www.amazon.in/Mysteries-Selflessness-Rumuz-i-Muhammad-Iqbal/dp/193063742X/ref=sr_1_1?dchild=1",2,"184;184"
"0674245962","The Emperor Who Never Was: Dara Shukoh in Mughal India","https://www.amazon.in/Emperor-Who-Never-Was-Shukoh/dp/0674245962/ref=sr_1_2?dchild=1",2,"184;184"
"B003TXT09C","A Theory of Justice","https://www.amazon.in/Theory-Justice-Oxford-Paperbacks-301-ebook/dp/B003TXT09C/ref=sr_1_1?keywords=john+rawls",4,"185;185;313;313"
"B06XCF7RY1","Anarchy, State and Utopia","https://www.amazon.in/Anarchy-State-Utopia-Robert-Nozick-ebook/dp/B06XCF7RY1/ref=sr_1_1?keywords=nozick",4,"185;185;313;313"
"B01MZ55FWQ","Arguments for Liberty","https://www.amazon.in/Arguments-Liberty-Aaron-Ross-Powell-ebook/dp/B01MZ55FWQ/ref=sr_1_1?dchild=1",2,"185;185"
"B00WAM14MO","On Inequality","https://www.amazon.in/Inequality-Harry-G-Frankfurt-ebook/dp/B00WAM14MO/ref=sr_1_2?keywords=harry+frankfurt",14,"185;185;190;190;237;237;274;274;282;282;283;283;285;285"
"B08CDDD2CC","Parkinson&#8217;s Law","https://www.amazon.in/Parkinsons-Law-Other-Studies-Administration-ebook/dp/B08CDDD2CC/ref=sr_1_8?keywords=parkinson%27s+law",2,"185;185"
"B00JF7EEWO","Poverty and Famines","https://www.amazon.in/Poverty-Famines-Essay-Entitlement-Deprivation-ebook/dp/B00JF7EEWO/ref=sr_1_7?keywords=amartya+sen",2,"185;185"
"B00HN6OXVQ","Saving Capitalism From the Capitalists","https://www.amazon.in/Saving-Capitalism-Capitalists-Raghuram-Rajan-ebook/dp/B00HN6OXVQ/ref=sr_1_6?keywords=raghuram+rajan",2,"185;185"
"B07Z7YSZ3F","What the Economy Needs Now","https://www.amazon.in/What-Economy-Needs-Abhijit-Banerjee-ebook/dp/B07Z7YSZ3F/ref=sr_1_1?keywords=what+the+economy+needs+now",4,"185;185;274;274"
"B07SBTRVN4","An Indian Political Life: Charan Singh and Congress Politics, 1937 to 1961","https://www.amazon.in/Indian-Political-Life-Congress-Politics-ebook/dp/B07SBTRVN4/ref=tmm_kin_swatch_0?_encoding=UTF8",2,"186;186"
"B005B9DV2E","Human Dignity","https://www.amazon.in/Human-Dignity-George-Kateb-ebook/dp/B005B9DV2E/ref=tmm_kin_swatch_0?_encoding=UTF8",2,"186;186"
"B00AN4C6KU","On Politics","https://www.amazon.in/Politics-Alan-Ryan-ebook/dp/B00AN4C6KU/ref=sr_1_1?dchild=1",2,"186;186"
"B0015DWFSQ","Patriotism and Other Mistakes","https://www.amazon.in/Patriotism-Other-Mistakes-Professor-George-ebook/dp/B0015DWFSQ/ref=tmm_kin_swatch_0?_encoding=UTF8",2,"186;186"
"B077QC7KJK","The Burden of Democracy","https://www.amazon.in/Burden-Democracy-Pratap-Bhanu-Mehta-ebook/dp/B077QC7KJK/ref=sr_1_1?dchild=1",8,"186;186;219;219;248;248;290;290"
"B001FSJ8PY","The Dark Side of Democracy","https://www.amazon.in/Dark-Side-Democracy-Explaining-Cleansing-ebook/dp/B001FSJ8PY/ref=sr_1_1?keywords=the+dark+side+of+democracy",4,"186;186;300;300"
"B0080KB7YK","The Making of Modern Liberalism","https://www.amazon.in/Making-Modern-Liberalism-Alan-Ryan-ebook/dp/B0080KB7YK/ref=sr_1_2?dchild=1",2,"186;186"
"B01M311AP4","Dadabhai Naoroji","https://www.amazon.in/DADABHAI-NAOROJI-R-P-Masani-ebook/dp/B01M311AP4/ref=sr_1_1?dchild=1",2,"187;187"
"0674249089","Naoroji: Pioneer of Indian Nationalism","https://www.amazon.in/Naoroji-Pioneer-Nationalism-Dinyar-Patel/dp/0674249089/ref=sr_1_1?dchild=1",4,"187;187;244;244"
"0199457514","Three Statesmen: Gokhale, Gandhi and Nehru","https://www.amazon.in/Three-Statesmen-Gokhale-Gandhi-Nehru/dp/0199457514/ref=sr_1_4?dchild=1",4,"187;187;241;241"
"B0886GMQYT","Gay Bombay","https://www.amazon.in/Gay-Bombay-Globalization-longing-Contemporary-ebook/dp/B0886GMQYT/ref=sr_1_2?keywords=queeristan",2,"190;190"
"B001EQ4OJW","On Bullshit","https://www.amazon.in/Bullshit-Harry-G-Frankfurt-ebook/dp/B001EQ4OJW/ref=sr_1_1?crid=T7XM1ODIPYNK",12,"190;190;236;236;250;250;252;252;314;314;320;320"
"B08DNTG8LL","Queeristan","https://www.amazon.in/Queeristan-LGBTQ-Inclusion-Indian-Workplace-ebook/dp/B08DNTG8LL/ref=sr_1_1?keywords=queeristan",2,"190;190"
"B004T1900M","Triumph of the City","https://www.amazon.in/Triumph-City-Urban-Spaces-Human-ebook/dp/B004T1900M/ref=sr_1_1?dchild=1",2,"191;191"
"B008M7S0M8","A Free Man","https://www.amazon.in/Free-Man-Aman-Sethi-ebook/dp/B008M7S0M8/ref=sr_1_1?keywords=aman+sethi",2,"192;192"
"B01GFCWWMA","English, August","https://www.amazon.in/English-August-Indian-Upamanyu-Chatterjee-ebook/dp/B01GFCWWMA/ref=sr_1_1?keywords=english+august",2,"192;192"
"0465051952","Power and Prosperity","https://www.amazon.in/Power-Prosperity-Outgrowing-Capitalist-Dictatorships/dp/0465051952/ref=sr_1_1?dchild=1",10,"192;192;247;247;290;290;313;313;333;333"
"B07Y8R2YXY","Truck de India!: A Hitchhiker&#8217;s guide to Hindustan","https://www.amazon.in/Truck-India-Hitchhikers-guide-Hindustan-ebook/dp/B07Y8R2YXY/ref=sr_1_1?keywords=rajat+ubhaykar",2,"192;192"
"B004TA3PA4","Guaranteed to Fail","https://www.amazon.in/Guaranteed-Fail-Freddie-Debacle-Mortgage-ebook/dp/B004TA3PA4/ref=sr_1_2?dchild=1",2,"193;193"
"B08D3XQQPX","Quest for Restoring Financial Stability in India","https://www.amazon.in/Quest-Restoring-Financial-Stability-India-ebook/dp/B08D3XQQPX/ref=sr_1_2?keywords=viral+acharya",2,"193;193"
"B07SK9943S","Imperial Sovereignty and Local Politics","https://www.amazon.in/Imperial-Sovereignty-Local-Politics-Transition-ebook/dp/B07SK9943S/ref=tmm_kin_swatch_0?_encoding=UTF8",2,"194;194"
"B0842TJSZ8","Sixteen Stormy Days","https://www.amazon.in/Sixteen-Stormy-Days-Amendment-Constitution-ebook/dp/B0842TJSZ8/ref=sr_1_1?keywords=tripurdaman+singh",12,"194;194;242;242;262;262;270;270;277;277;333;333"
"B073W1SV9C","Remnants of a Separation","https://www.amazon.in/Remnants-Separation-History-Partition-Material-ebook/dp/B073W1SV9C/ref=sr_1_1?crid=1Q5ZV6OW6540Z",10,"195;195;300;300;303;303;308;308;325;325"
"0143418890","English","https://www.amazon.in/Raag-Darbari-Shrilal-Shukla/dp/0143418890/ref=sr_1_1?dchild=1",12,"196;196;248;248;261;261;265;265;292;292;294;294"
"8126713968","Hindi","https://www.amazon.in/Rag-Darbari-Shrilal-Shukla/dp/8126713968/ref=sr_1_2?dchild=1",8,"196;196;261;261;292;292;294;294"
"0060391685","Story","https://www.amazon.in/Story-Structure-Substance-Principles-Screenwriting/dp/0060391685/ref=sr_1_1?crid=JVU5YTSTP70E",2,"197;197"
"B00Y16BEM2","Prisoners of Geography","https://www.amazon.in/Prisoners-Geography-Everything-Global-Politics-ebook/dp/B00Y16BEM2/ref=sr_1_1?keywords=prisoners+of+geography",2,"198;198"
"B002XHNMVM","The Element","https://www.amazon.in/Element-Finding-Passion-Changes-Everything-ebook/dp/B002XHNMVM/ref=sr_1_2?dchild=1",2,"198;198"
"B06XYQK38B","For God&#8217;s Sake: An Adman on the Business of Religion","https://www.amazon.in/Gods-Sake-Adman-Business-Religion-ebook/dp/B06XYQK38B/ref=sr_1_3?crid=PP9UCECAV89B",2,"199;199"
"0333239539","Gender Advertisements","https://www.amazon.in/Gender-Advertisements-Communications-Culture-Goffman/dp/0333239539/ref=sr_1_1?dchild=1",2,"199;199"
"B01FDLEK7O","Nawabs, Nudes, Noodles: India through 50 Years of Advertising","https://www.amazon.in/Nawabs-Nudes-Noodles-through-Advertising-ebook/dp/B01FDLEK7O/ref=sr_1_4?crid=PP9UCECAV89B",2,"199;199"
"B07CLM4ZKW","Sponge: Leadership Lessons I Learnt From My Clients","https://www.amazon.in/Sponge-Leadership-Lessons-Learnt-Clients-ebook/dp/B07CLM4ZKW/ref=sr_1_2?crid=PP9UCECAV89B",2,"199;199"
"B08G1SV9MZ","Spring: Bouncing Back From Rejection","https://www.amazon.in/Spring-Bouncing-Rejection-Ambi-Parameswaran-ebook/dp/B08G1SV9MZ/ref=sr_1_1?crid=PP9UCECAV89B",2,"199;199"
"B08CC4L4GN","Page Not Found","https://www.amazon.in/George-Orwell-1984-Orwells-Fiction-ebook/dp/B08CC4L4GN/ref=sr_1_4?keywords=george+orwell",2,"200;200"
"B07FM3S3VH","Animal Farm","https://www.amazon.in/Animal-Farm-George-Orwell-ebook/dp/B07FM3S3VH/ref=sr_1_5?keywords=george+orwell",4,"200;200;334;334"
"B003XT60KO","Economics in One Lesson","https://www.amazon.in/Economics-One-Lesson-Shortest-Understand-ebook/dp/B003XT60KO/ref=sr_1_1?crid=3UPZ6665SG6D5",4,"200;200;410;410"
"0375415033","Essays","https://www.amazon.in/Essays-Everymans-Library-Contemporary-Classics/dp/0375415033/ref=sr_1_3?dchild=1",2,"200;200"
"B0031R5K8G","The Curious Incident of the Dog in the Night-time","https://www.amazon.in/Curious-Incident-Dog-Night-time-Childrens-ebook/dp/B0031R5K8G/ref=sr_1_1?keywords=mark+haddon",2,"200;200"
"0261103253","The Lord of the Rings","https://www.amazon.in/Lord-Rings-J-R-Tolkien/dp/0261103253/ref=sr_1_7?dchild=1",2,"200;200"
"1138301302","The Road to Serfdom","https://www.amazon.in/Road-Serfdom-F-Hayek/dp/1138301302/ref=sr_1_1?dchild=1",6,"200;200;237;237;333;333"
"B01MZ0L8X4","A Corner of a Foreign Field","https://www.amazon.in/Corner-Foreign-Field-History-British-ebook/dp/B01MZ0L8X4/ref=sr_1_3?crid=15NHG05E99UZM",2,"201;201"
"8175300019","Autobiography of an Unknown Cricketer","https://www.amazon.in/Autobiography-Cricketer-Sujit-Mukerjee/dp/8175300019",1,"201"
"B00L28MXLS","Beyond a Boundary","https://www.amazon.in/Beyond-Boundary-Cyril-Lionel-Robert-ebook/dp/B00L28MXLS/ref=pd_sim_351_1/259-6331620-5147952?_encoding=UTF8",4,"201;201;246;246"
